text,date,user,sentiment,query,true_label,predicted_label,confidence,is_correct,true_label_name,predicted_label_name
awww that sucks you can come to my house and play volleyball xd,Tue Jun 02 05:59:10 PDT 2009,DoHard,0,NO_QUERY,0,0,0.8611151,1,negative,negative
june th not very excited cos ill have less time to use the computer,Mon Jun 01 21:20:01 PDT 2009,lemongeneration,0,NO_QUERY,0,0,0.8198819,1,negative,negative
yasmina has the nicer box gt amp you havent got around to commenting on the choc package yet either,Sun Jun 07 13:25:34 PDT 2009,rachaelblogs,2,NO_QUERY,2,2,0.6714148,1,positive,positive
lolz i duno what im gona call it tho,Sun May 31 13:36:55 PDT 2009,iyaitssuzanne,2,NO_QUERY,2,2,0.5526255,1,positive,positive
tried to find some new tops for work at lunch time no luck,Thu Jun 25 05:39:01 PDT 2009,butterfly1981,0,NO_QUERY,0,0,0.88678837,1,negative,negative
is going to work in an hour lol,Sun Jun 07 10:04:39 PDT 2009,cet1213,0,NO_QUERY,0,0,0.729353,1,negative,negative
ltltlt thinks should change his pic to this,Tue Jun 02 06:49:26 PDT 2009,Cosmogurl09,2,NO_QUERY,2,2,0.7503443,1,positive,positive
its not that bad lol,Mon Jun 15 06:11:11 PDT 2009,LuciieeeH,2,NO_QUERY,2,2,0.8281771,1,positive,positive
it is amazing i just dont have too many friends who like him haha,Mon Jun 01 16:44:25 PDT 2009,JimmyLang,0,NO_QUERY,0,0,0.5714075,1,negative,negative
i really really dont wanna go to work today id much rather go play paintball with my boyfriend,Sun May 31 08:32:42 PDT 2009,Juli_Nicole,0,NO_QUERY,0,0,0.89122945,1,negative,negative
tbh i dnt know xd could be moro could be nxt month haha when eva it is im gunna be waiting,Sat May 30 04:17:52 PDT 2009,Abii_BWS_PMG,2,NO_QUERY,2,2,0.5035828,1,positive,positive
id like to remind everyone that was at tls live last night that dominique cooked paul chicken tetrazzini that is all,Sat May 02 08:48:31 PDT 2009,frostedfroslass,2,NO_QUERY,2,2,0.86573595,1,positive,positive
its just me the alien and the mickey mouse pigs not even here yet,Wed Jun 03 08:19:09 PDT 2009,Piniakot,0,NO_QUERY,0,0,0.8408123,1,negative,negative
exam today pray for me,Mon Jun 15 06:00:49 PDT 2009,cHelLyWeLlz,0,NO_QUERY,0,0,0.8317615,1,negative,negative
my moms a kj shes going to take me to grocery shopping even if i dont want to,Sat Jun 06 20:57:49 PDT 2009,ang3licd3vil,0,NO_QUERY,0,0,0.8034594,1,negative,negative
im at ichiban and not eating,Sat May 30 16:37:58 PDT 2009,crazyeffinivan,0,NO_QUERY,0,0,0.8930146,1,negative,negative
lol i sed want to not ach dress up for no reason pleaseeeeeeeeeeeeee im bored lol,Fri May 29 15:43:59 PDT 2009,HollieSSargeant,0,NO_QUERY,0,0,0.72643566,1,negative,negative
ebay will be my downfall,Mon Jun 15 18:26:05 PDT 2009,thenbobbiesaid,0,NO_QUERY,0,0,0.70598173,1,negative,negative
he is wow hes not a very faithful boyfriend i feel sorry for you,Thu Jun 25 01:03:30 PDT 2009,kinkpink,0,NO_QUERY,0,0,0.8773842,1,negative,negative
i did it by accident,Mon Jun 01 01:03:02 PDT 2009,mrs_mcsupergirl,0,NO_QUERY,0,0,0.77141434,1,negative,negative
finally i was out yesterday to see the reader at pm in mvsz what was in the luggage,Sat May 02 00:51:34 PDT 2009,le_marietta,2,NO_QUERY,2,2,0.74890965,1,positive,positive
no wants to follow me tinsel town,Tue Jun 16 17:27:01 PDT 2009,JordanPitt,0,NO_QUERY,0,0,0.7645065,1,negative,negative
buff dork,Sat May 30 22:31:25 PDT 2009,ideafusion,2,NO_QUERY,2,2,0.85707206,1,positive,positive
my moms gona pick up the dye and we can go get the shirts,Tue Apr 07 07:50:33 PDT 2009,xTwiggy,2,NO_QUERY,2,2,0.85800093,1,positive,positive
just got back from marketmarket bought the gb memory card for the psp already,Tue May 26 22:43:23 PDT 2009,ohmymae,2,NO_QUERY,2,2,0.8677824,1,positive,positive
i watched a repeat of horne and cordon the day before i was going on a trip to the church and i kept sing the ypc song lmao,Fri May 29 13:33:56 PDT 2009,Smiffys44,2,NO_QUERY,2,2,0.7925459,1,positive,positive
ohh nooo your bullying me again lmfaoo yes ii love everyone including ugly ppl lol,Sat Jun 20 21:10:48 PDT 2009,breeziibabyax3,0,NO_QUERY,0,0,0.5882638,1,negative,negative
pepsi all the way kim but i did like vanilla pepsi before they stopped making it,Sat Jun 20 23:05:06 PDT 2009,MatchGame67,0,NO_QUERY,0,0,0.67399937,1,negative,negative
outside in the garden doing some it coursework fun fun fun sooo nice and hot and sunny and loooveellyyyy hope its nice for tmoro,Sun May 31 03:55:59 PDT 2009,TomModern,2,NO_QUERY,2,2,0.8948963,1,positive,positive
looks like its going to be a crappy bday hate to be negative but the stress is piling on need to put my gospel songs on replay,Tue Jun 23 12:17:33 PDT 2009,josadalyz,0,NO_QUERY,0,0,0.78706574,1,negative,negative
real programmers can write assembly code in any language,Mon May 18 04:08:30 PDT 2009,VerniceMatt73,2,NO_QUERY,2,2,0.8143788,1,positive,positive
thats tough hope you dont get another nasty headache,Thu Jun 18 23:09:23 PDT 2009,mizzlizwhizz,0,NO_QUERY,0,0,0.7722605,1,negative,negative
saturday nite n home bored but yay footy monday hopefully shane woewodin is gunna b there,Sat Jun 06 06:23:09 PDT 2009,kindy_franklin,2,NO_QUERY,2,2,0.6664238,1,positive,positive
going to cedar point,Sun Jun 07 07:15:41 PDT 2009,copsitnick,2,NO_QUERY,2,2,0.87439847,1,positive,positive
i got all excited coz is following me then i realized she follows a lot of people i want tickets for her concert though,Sat Apr 18 16:52:33 PDT 2009,ellebannana,0,NO_QUERY,0,0,0.53718144,1,negative,negative
ahhhhhhhhh how the fuck do u do fractions,Mon Jun 15 16:43:22 PDT 2009,Kate_Arnold,0,NO_QUERY,0,0,0.632162,1,negative,negative
my temperature is going back up i just want to get better,Sun May 31 14:29:44 PDT 2009,LaurenEngle,0,NO_QUERY,0,0,0.88632536,1,negative,negative
love you,Mon Jun 01 12:37:12 PDT 2009,Duhitskaytay,2,NO_QUERY,2,2,0.88678205,1,positive,positive
nothing just a random silly thought,Mon Jun 01 22:07:32 PDT 2009,cynicismRAWKS,2,NO_QUERY,2,2,0.81331515,1,positive,positive
driving home again,Wed Jun 17 19:35:10 PDT 2009,haileyszpila,0,NO_QUERY,0,0,0.607339,1,negative,negative
is going to bedwishing i was sober to see someone lol next time,Sat Jun 06 02:25:48 PDT 2009,jvegasrocks,2,NO_QUERY,2,2,0.646782,1,positive,positive
im the muthafuckin dynamo of volition wait nevermind thats not me,Sat Jun 06 16:24:46 PDT 2009,aujyauj,0,NO_QUERY,0,0,0.5777114,1,negative,negative
on the bus with no ipod ehhhhh,Tue Jun 16 15:29:54 PDT 2009,katiieanne,0,NO_QUERY,0,0,0.89240044,1,negative,negative
you never tweet me,Sun Jun 07 20:58:12 PDT 2009,kandaka_long,0,NO_QUERY,0,0,0.53558755,1,negative,negative
didnt know you had multiple dogs what breed and so are they,Tue Apr 07 01:13:35 PDT 2009,cleaner,2,NO_QUERY,2,2,0.7636093,1,positive,positive
back from my mils house makes me realize how much i miss watching tv lol seems like such a luxury when you dont have it,Mon May 04 00:16:35 PDT 2009,fukataphoto,0,NO_QUERY,0,0,0.74332464,1,negative,negative
im soooo bored just watching come dine with me the scots accent sounds daft on the telly,Sat Jun 20 08:14:19 PDT 2009,x__claireyy__x,0,NO_QUERY,0,0,0.6751005,1,negative,negative
and i still didnt know well outta the loop on outbound lol,Tue Jun 16 17:11:51 PDT 2009,scotzchick,0,NO_QUERY,0,0,0.7287507,1,negative,negative
its like having a pizzaria in your home,Sat Jun 06 19:06:20 PDT 2009,viridianmuse,2,NO_QUERY,2,2,0.8119394,1,positive,positive
i thought this one was the creepiest since bloody mary it was awesome,Mon May 18 05:41:45 PDT 2009,itzaimster,2,NO_QUERY,2,2,0.7895599,1,positive,positive
i cant believe conner is about to graduate,Sun May 31 19:04:19 PDT 2009,abigailbrookee,0,NO_QUERY,0,0,0.66646117,1,negative,negative
boooo pasini x yeah bati goooo nicky,Sun May 31 04:33:05 PDT 2009,msinvisible,2,NO_QUERY,2,2,0.59680456,1,positive,positive
thanks for kickin my butt at the gym today i promise ill do better next time hahahaha looove youuu lots,Tue Jun 02 16:41:09 PDT 2009,emilyecker,2,NO_QUERY,2,2,0.89334226,1,positive,positive
thank u the plan is go work amp it looks lk a late nite nonetheless im blessed c another year,Mon May 18 05:17:37 PDT 2009,alpha1736,2,NO_QUERY,2,2,0.676344,1,positive,positive
my hair looks sooo short,Fri May 29 11:33:53 PDT 2009,Dcedes,0,NO_QUERY,0,0,0.86523193,1,negative,negative
you really do keep my hours lol,Sun May 31 07:48:45 PDT 2009,aholston,2,NO_QUERY,2,2,0.7358451,1,positive,positive
got a new tattoo before leaving san diegocouldnt help it,Sat Jun 06 17:15:23 PDT 2009,misa_conant,2,NO_QUERY,2,2,0.7959629,1,positive,positive
your welcome haha i always sleep at like on weekdays anyway just tryta get some sleep though haha night lt you too ri,Sun May 31 23:31:56 PDT 2009,BlessHieu,2,NO_QUERY,2,2,0.8244598,1,positive,positive
happy birthday im sorry we couldnt spend time together today i love you xoxxoo,Sun May 03 21:46:36 PDT 2009,britto819,0,NO_QUERY,0,0,0.69125664,1,negative,negative
work bound,Mon May 18 04:38:34 PDT 2009,Divababie,0,NO_QUERY,0,0,0.8903059,1,negative,negative
shitty seats for wolverine it was still okay though not too fond of prequels in the first place,Sat May 02 01:17:30 PDT 2009,alisagomi,0,NO_QUERY,0,0,0.5795925,1,negative,negative
sweatingdamn it is hot here in toronto canada right now i have the ac on its a heat wave finally garbage workers are on strike,Thu Jun 25 06:44:33 PDT 2009,glassdesk,0,NO_QUERY,0,0,0.82381475,1,negative,negative
just departed with my montero gonna miss it ce la vie,Thu Jun 18 22:55:49 PDT 2009,SummerSunRays,0,NO_QUERY,0,0,0.89581656,1,negative,negative
mayor meltdown work day left and pretty sure i wont return need a break from everyone and everything wanna b happy againthats all,Mon May 04 05:23:09 PDT 2009,LilMissMadde,0,NO_QUERY,0,0,0.661183,1,negative,negative
youuu look adorbs im lying down too,Mon Jun 15 14:18:59 PDT 2009,karamarzilli,0,NO_QUERY,0,0,0.5060078,1,negative,negative
hello towny received your dm i cant believe it that a gokester would hate danny,Fri Jun 05 23:57:14 PDT 2009,chelzmae,2,NO_QUERY,2,2,0.5426442,1,positive,positive
we didnt see up other plans got in the way,Fri Jun 05 14:44:17 PDT 2009,Sushi2020,0,NO_QUERY,0,0,0.8723512,1,negative,negative
although i have another more locally focused blog post cooking up might leave that for a little though,Mon Jun 01 14:22:58 PDT 2009,DarrellGoodliff,2,NO_QUERY,2,2,0.60877496,1,positive,positive
also dreamed of flesh eating people if you breathed in the beetle particles you would become them,Wed Jun 03 04:17:50 PDT 2009,flowerpatch,2,NO_QUERY,2,2,0.8102168,1,positive,positive
thanks much i did get some sleep and im getting dragged out to dinner later,Fri Jun 05 13:41:03 PDT 2009,brknglassstudio,2,NO_QUERY,2,2,0.7816535,1,positive,positive
bout o nappp my siister housee ii quess or whatever ii thiink shes bout o qet dress nd qo out smh iima be extraaaa boredd,Fri Jun 05 19:34:54 PDT 2009,BiiMa2QKuTe,0,NO_QUERY,0,0,0.70360655,1,negative,negative
well i will be back latter goin to go bead whil the little ones are still asleep,Sun Apr 19 03:53:56 PDT 2009,fantasybeader,2,NO_QUERY,2,2,0.7148681,1,positive,positive
holla back,Mon Jun 15 15:22:30 PDT 2009,jerahmeel,2,NO_QUERY,2,2,0.86315453,1,positive,positive
i know but its because twitterfon is a program on iphone but whenever im using mobile web i am on the site,Sat Jun 06 05:24:56 PDT 2009,yaseminx3,2,NO_QUERY,2,2,0.73764473,1,positive,positive
going the hospital soon pretty sacred n dont know that to do with boo,Sat Jun 06 09:00:14 PDT 2009,krazymexigrl253,0,NO_QUERY,0,0,0.62334985,1,negative,negative
fell on my ipod too many times skating last summer,Mon Jun 01 11:33:00 PDT 2009,paper_p1anes,0,NO_QUERY,0,0,0.84989595,1,negative,negative
im so tierd im looking forward to tomorrow ampcarlos hella took care of mesilly me it felt like sunday i took the best shower todaylt,Sun May 17 00:45:50 PDT 2009,ewwJalanis,2,NO_QUERY,2,2,0.64515185,1,positive,positive
i tried that already steph,Mon Jun 15 18:43:54 PDT 2009,riverslu,2,NO_QUERY,2,2,0.5387492,1,positive,positive
miranda reports after having wisdom teeth removed yesterday quoti ate some green tea ice cream in the early am i couldnt sleep quot,Thu Jun 25 06:52:06 PDT 2009,deafkidsparent,0,NO_QUERY,0,0,0.7272576,1,negative,negative
wish all these portugese porch monkeys would stop creating a racket outside over their dumb parade and im half portugese to boot,Sun May 31 10:48:55 PDT 2009,vincenttobiaz,0,NO_QUERY,0,0,0.7899931,1,negative,negative
watching nomi stalk dinah and she is not having ithow long is the adjustment period for cats,Mon Jun 01 16:19:24 PDT 2009,courtneylooove,0,NO_QUERY,0,0,0.8024523,1,negative,negative
writing tell me all those sweet words to make me want to kiss you again,Sun Jun 07 17:43:00 PDT 2009,SarahVamp,2,NO_QUERY,2,2,0.80375713,1,positive,positive
then again he is from edinburgh,Sun May 31 16:18:10 PDT 2009,mcvane,2,NO_QUERY,2,2,0.6893214,1,positive,positive
fine then im off to cry my self to sleep,Sat Jun 20 16:05:10 PDT 2009,aerobic247,0,NO_QUERY,0,0,0.7587244,1,negative,negative
haha i know aye dw its fine my life does revolve around my bands xd how are you btw,Thu May 14 03:41:53 PDT 2009,twebbstack,2,NO_QUERY,2,2,0.8364711,1,positive,positive
aight then im comin to atl soulja boy tell em live live gt,Sun May 10 20:42:01 PDT 2009,RnBTreasure,2,NO_QUERY,2,2,0.8918494,1,positive,positive
i cant sleep how do i make myself tired without thinking so much,Sat Jun 06 04:23:05 PDT 2009,sfokr,0,NO_QUERY,0,0,0.7246131,1,negative,negative
im really dissapointed that sims is not online interactive missed oppurtunity there maybe it will be in an expansion sigh,Sat Jun 06 19:15:22 PDT 2009,fromthedale,0,NO_QUERY,0,0,0.86915946,1,negative,negative
as much as i have tried to avoid it my flat has turned out to look like an ikea showroom,Wed Jun 03 00:25:03 PDT 2009,Canarychica,0,NO_QUERY,0,0,0.8635047,1,negative,negative
back to work today yay hoping to finish the card designs to get them submitted hoping that the weather starts acting more like summer,Mon Jun 01 05:11:22 PDT 2009,KraZJon,0,NO_QUERY,0,0,0.5621301,1,negative,negative
completely exhausted already and i am just now going in for my hour day,Tue Jun 23 09:48:57 PDT 2009,gotmoore,0,NO_QUERY,0,0,0.59684545,1,negative,negative
i was going to vote when i register told me i cant vote it is years im i was going to vote for u sorry,Mon Jun 15 12:52:29 PDT 2009,Nanda0511,0,NO_QUERY,0,0,0.8840951,1,negative,negative
just talked to the hannacle for half a secondhe amp p r exploring a ruin,Sun May 31 13:26:41 PDT 2009,starletkittycat,2,NO_QUERY,2,2,0.7580999,1,positive,positive
i will never get a good nights sleep will i,Wed Jun 03 04:47:27 PDT 2009,shaylarcakes,0,NO_QUERY,0,0,0.8828126,1,negative,negative
i burned myself for the first time ever besides sunburn today ow,Tue Jun 23 17:45:43 PDT 2009,fragile_ingenue,0,NO_QUERY,0,0,0.77265364,1,negative,negative
been rolling diapers for several diaper cakes that i need to get done,Sun May 31 15:27:35 PDT 2009,Amei45,2,NO_QUERY,2,2,0.51041913,1,positive,positive
bedtime for me goodnight world,Sun Jun 07 21:00:06 PDT 2009,KimiJen,2,NO_QUERY,2,2,0.759922,1,positive,positive
oi ve im readdicted to silvestein not a bad thing though,Tue Jun 02 15:56:48 PDT 2009,epiphone098,2,NO_QUERY,2,2,0.8243385,1,positive,positive
clueless,Sun May 17 10:14:21 PDT 2009,user47,0,NO_QUERY,0,0,0.571676,1,negative,negative
well thats if wikipedia was to be trusted census lines up though had to check im like that,Sun Jun 07 02:01:32 PDT 2009,nonsequitir,2,NO_QUERY,2,2,0.61400086,1,positive,positive
i cant believe you will not be on the hills anymore,Sat Jun 06 10:57:03 PDT 2009,JP51989,0,NO_QUERY,0,0,0.8596366,1,negative,negative
goodmorning oh myits super late alreadyhave to work on my thesis all day,Sat Jun 06 01:58:30 PDT 2009,juliaundchicco,0,NO_QUERY,0,0,0.550439,1,negative,negative
wish that i could watch pcd in manila this june,Sat May 30 07:14:17 PDT 2009,slpyperson,0,NO_QUERY,0,0,0.89985657,1,negative,negative
just got home from florida man i missed my hubby and furbabies off to doing laundry and repacking for nyc on wednesday,Mon May 11 22:51:42 PDT 2009,MakeupGeek,0,NO_QUERY,0,0,0.81788146,1,negative,negative
for who is quotliving life out loudquot,Mon Jun 01 21:57:53 PDT 2009,RabbiShaiSpecht,2,NO_QUERY,2,2,0.89087874,1,positive,positive
busy working on a sounddesign project for the formula opening nurburgring in julykeen on getting vip access for the race fb,Tue Jun 16 04:44:14 PDT 2009,RalfConrad,2,NO_QUERY,2,2,0.85628474,1,positive,positive
head spinning all well,Thu May 14 00:01:18 PDT 2009,sinfulsignorita,2,NO_QUERY,2,2,0.82674825,1,positive,positive
oh my i bet you had a great time with the tp rolls how long did it take for you and gracie to tear them up,Sun Jun 07 04:16:32 PDT 2009,solitarydancer,2,NO_QUERY,2,2,0.73248124,1,positive,positive
u r slacking but i lovey dovey youuu,Fri Jun 05 13:36:58 PDT 2009,bella_xo,2,NO_QUERY,2,2,0.6545736,1,positive,positive
shower better mood thx to denismar,Mon Jun 15 17:59:43 PDT 2009,lAURISxO,2,NO_QUERY,2,2,0.89482313,1,positive,positive
now it is really ironic dont know what to do,Sat Jun 20 02:12:06 PDT 2009,EVAxoxo,0,NO_QUERY,0,0,0.83198965,1,negative,negative
and here you were worried that you werent going to get anymore see ours all melted,Tue Apr 07 06:02:38 PDT 2009,PrinceJvstin,0,NO_QUERY,0,0,0.7777583,1,negative,negative
wish i could see the steelwells and we are the pilots tonight waaah,Tue Jun 16 19:54:53 PDT 2009,emilytran,0,NO_QUERY,0,0,0.8269693,1,negative,negative
youre welcome glad you came wow i didnt even see this msg til i clicked on your name thru alis link,Sun May 03 17:09:27 PDT 2009,ritterblockhead,2,NO_QUERY,2,2,0.79787356,1,positive,positive
theyre writing about me,Sat May 30 16:08:16 PDT 2009,CommanderCobra,2,NO_QUERY,2,2,0.6181832,1,positive,positive
unfortunately yes had to walk the sodding thing miles back so stayed in the sun tooooo long,Sun May 31 02:43:07 PDT 2009,grantbennett,0,NO_QUERY,0,0,0.7497279,1,negative,negative
its heartbreaking just furthers the stereo type that americans are gun toting zealot nut jobs w no tolerance,Sun May 31 14:56:16 PDT 2009,julieb1975,0,NO_QUERY,0,0,0.81217384,1,negative,negative
best friend randomly woke me up today partaayyy,Fri Jun 05 09:12:35 PDT 2009,jcOMFG,2,NO_QUERY,2,2,0.871979,1,positive,positive
the wow gold contest runs from may dude,Sun May 03 23:12:35 PDT 2009,wowgoldpig,2,NO_QUERY,2,2,0.87660795,1,positive,positive
just woke up really have to clean my room today,Sat Jun 06 00:43:30 PDT 2009,MoiLysette,0,NO_QUERY,0,0,0.87786263,1,negative,negative
im exhausting the update page on my ipod touch and have been for days cmon apple i just want beejive,Sat Jun 20 12:43:10 PDT 2009,ihl,0,NO_QUERY,0,0,0.84726685,1,negative,negative
i do too sure i dont need them but i want them lol,Sun May 17 03:45:36 PDT 2009,chrisanag,0,NO_QUERY,0,0,0.74478275,1,negative,negative
made my day as always,Mon Jun 01 02:44:20 PDT 2009,kylahortaleza,2,NO_QUERY,2,2,0.8830126,1,positive,positive
its just easier sometimes,Tue Jun 02 07:04:30 PDT 2009,Cavatica,2,NO_QUERY,2,2,0.69709086,1,positive,positive
i knew youd love that movie,Mon Jun 15 21:59:38 PDT 2009,margasaur,2,NO_QUERY,2,2,0.81276715,1,positive,positive
running the corporate challenge then hitting the beer tent after no school tomorrow bc of sectionals,Thu Jun 04 12:32:07 PDT 2009,jrey0628,2,NO_QUERY,2,2,0.5347324,1,positive,positive
dont try too hard youll draw a blank,Sat May 09 21:16:11 PDT 2009,Jinxie_G,2,NO_QUERY,2,2,0.86333185,1,positive,positive
th one was lastnight i was on the computer next to shadows and we were looking at zacky and his quotsyn hairquot haha,Wed Jun 03 10:34:53 PDT 2009,pitasnackk,2,NO_QUERY,2,2,0.6629145,1,positive,positive
haha hey man yeah im here for about a month or so,Sun May 17 10:45:41 PDT 2009,xMichaelSFx,2,NO_QUERY,2,2,0.8286705,1,positive,positive
i swear i felt a kiss from you when you hugged me earlier lol,Sat Jun 06 01:41:31 PDT 2009,Jocelynxo,2,NO_QUERY,2,2,0.5349979,1,positive,positive
i want to change my picture but it wont let me tear hey now hey now,Mon Jun 01 22:07:04 PDT 2009,Behindthedesk,0,NO_QUERY,0,0,0.6504642,1,negative,negative
wishing things could stay normal for more than a few days with us,Mon May 18 07:31:10 PDT 2009,Hillyhltop,0,NO_QUERY,0,0,0.847629,1,negative,negative
drinking ciroc tired,Sat May 09 22:06:36 PDT 2009,Illene24,0,NO_QUERY,0,0,0.637482,1,negative,negative
yeah i know its back now though i love you sally buster,Sun Jun 07 09:57:41 PDT 2009,nethmii,2,NO_QUERY,2,2,0.6304434,1,positive,positive
wtf am i doing at ikea on a weekend bad plan they are rockin bowie so thats something minus s bowie,Sat May 02 12:37:27 PDT 2009,domo_domo,0,NO_QUERY,0,0,0.6591594,1,negative,negative
i think i have made up my mindi need a smallville marathon this song reminds me of it remy zero pro,Mon Jun 15 06:27:17 PDT 2009,moniquita26,2,NO_QUERY,2,2,0.75666386,1,positive,positive
great now im lost,Sat Jun 20 21:19:49 PDT 2009,GL0,0,NO_QUERY,0,0,0.8004276,1,negative,negative
why cant i be stronger and stand up for myself i just cant be,Wed Jun 17 02:37:32 PDT 2009,janeybelle15,0,NO_QUERY,0,0,0.87605697,1,negative,negative
solar panels celcius hot even here up north it is possible to get warm water from sun half a year amazing,Sun May 17 03:40:59 PDT 2009,sepponet,2,NO_QUERY,2,2,0.85622287,1,positive,positive
nooooo how gutting their still in the country party time anyways whatcha doing tomorrowxxx,Sun May 31 12:05:55 PDT 2009,Disc0Fidget,0,NO_QUERY,0,0,0.76487434,1,negative,negative
theres about of us and we are all cookie monsters,Sat Jun 06 06:53:18 PDT 2009,Zappos_Service,2,NO_QUERY,2,2,0.67385805,1,positive,positive
hey i cant join the newsletter because im from israel i have to choose state but israel dont have a state,Fri Jun 19 12:21:30 PDT 2009,rahum,0,NO_QUERY,0,0,0.78303957,1,negative,negative
will have to check it out,Fri May 22 07:46:03 PDT 2009,thisgoodlife,2,NO_QUERY,2,2,0.74834394,1,positive,positive
doing homework again,Sat Jun 06 12:14:08 PDT 2009,Bidibulon,0,NO_QUERY,0,0,0.88122433,1,negative,negative
i have once they claimed they never got my order can u just call them directly,Tue Jun 02 17:57:56 PDT 2009,hobokencat,0,NO_QUERY,0,0,0.6053759,1,negative,negative
just finished my performance exam it went good thanks god,Fri May 22 00:55:08 PDT 2009,Elleira92,2,NO_QUERY,2,2,0.8399541,1,positive,positive
well ive already got enough saved up but i want my world tour,Sat Jun 06 02:15:21 PDT 2009,parlai,0,NO_QUERY,0,0,0.75946516,1,negative,negative
youre right sometimes we let us go for the gossips and some people believe it all we need is trust,Fri Jun 05 19:30:03 PDT 2009,mariali4212,2,NO_QUERY,2,2,0.80422086,1,positive,positive
heya on my dinner now didnt get an extra break but if i wanted to i could have split my dinner up but other than that nothing,Fri May 22 06:35:52 PDT 2009,Naomi_McDonagh,0,NO_QUERY,0,0,0.6616922,1,negative,negative
im going to miss the lakers game ill be sleeping while its on lol,Sun Apr 19 06:54:05 PDT 2009,vincent_yin,0,NO_QUERY,0,0,0.7580103,1,negative,negative
ball fill is number in appstores puzzle games top too bad i had to make it free to achieve this,Tue Jun 16 05:26:46 PDT 2009,EyeCog,0,NO_QUERY,0,0,0.86161757,1,negative,negative
would love to attend the concert but you dont have any shows near panama city fl,Mon Jun 15 19:43:32 PDT 2009,babygirrl_e,0,NO_QUERY,0,0,0.81636983,1,negative,negative
aubreys in a lil wow i have a lot of homework,Sat May 30 15:25:47 PDT 2009,danaekylie,0,NO_QUERY,0,0,0.7361079,1,negative,negative
im right back,Wed Jun 03 00:14:12 PDT 2009,chubik,2,NO_QUERY,2,2,0.7535301,1,positive,positive
i am so going to get withdrawl symptoms once the apprentice has finished,Fri Jun 05 12:46:55 PDT 2009,carole29,0,NO_QUERY,0,0,0.7661319,1,negative,negative
lol i thought it might involve one of those fancy helmets with the cup holders,Mon Jun 01 07:34:44 PDT 2009,TidyCat,2,NO_QUERY,2,2,0.86290586,1,positive,positive
quotdont worry were from the internets its going to be alright quot,Sun Apr 19 02:17:37 PDT 2009,wildquaker,2,NO_QUERY,2,2,0.64237887,1,positive,positive
people can be frustrating,Fri Jun 19 02:04:57 PDT 2009,kara_twin,0,NO_QUERY,0,0,0.8962391,1,negative,negative
feeling yucky tonight think lil boy is too,Thu Jun 18 20:33:30 PDT 2009,Luvdbi,0,NO_QUERY,0,0,0.66584337,1,negative,negative
ya it cant power on now sending for repair,Fri Jun 19 23:59:18 PDT 2009,andychin,0,NO_QUERY,0,0,0.89521444,1,negative,negative
school today hope it doesnt take all summer to finish,Tue Jun 16 08:07:15 PDT 2009,thesavedm,0,NO_QUERY,0,0,0.6627553,1,negative,negative
well since you will be trying to slay the lochness im thinking a kilt needs to be in action,Fri May 22 01:23:17 PDT 2009,heysugarmel,2,NO_QUERY,2,2,0.76108557,1,positive,positive
as long as that is all you are tweeking lin,Sat May 02 02:42:00 PDT 2009,newboy,2,NO_QUERY,2,2,0.8842282,1,positive,positive
jeffff my phone wont let me write you a direct message but i miss you too a lot a lot,Sun May 10 00:08:53 PDT 2009,hayleyhorror,0,NO_QUERY,0,0,0.8763093,1,negative,negative
michaelr u on a showi havent tuned in d morns on d weekendsif ur on i will tune in let me know zoey,Sat May 30 22:47:39 PDT 2009,zozo1976,2,NO_QUERY,2,2,0.64737946,1,positive,positive
milfordd i know we need to finish that project i need a,Sat May 30 09:14:41 PDT 2009,mhurlock9,0,NO_QUERY,0,0,0.8309569,1,negative,negative
its too warm in hereand tna epics was indeed epic,Sun Jun 07 11:18:53 PDT 2009,RabidRavenette,2,NO_QUERY,2,2,0.6372001,1,positive,positive
shout out all my followers i got it i got it i got ya i got u i got us i got twitta i got boston winin game im lmao,Sun May 17 18:27:08 PDT 2009,superbadking,2,NO_QUERY,2,2,0.7646209,1,positive,positive
oh its my old schools ball tonight im so old now,Fri Jun 19 18:48:20 PDT 2009,marshmallowjade,0,NO_QUERY,0,0,0.827405,1,negative,negative
have to pull another labs post im getting s wow no wait figured it out you really screwed the earl up badly,Sun May 31 13:26:46 PDT 2009,chukaman,0,NO_QUERY,0,0,0.6716998,1,negative,negative
on my way to school i believe randis on her period right now,Mon May 18 04:33:03 PDT 2009,davidkun,0,NO_QUERY,0,0,0.54599625,1,negative,negative
just relaxing back at work monday after a week off,Sat Jun 20 07:59:19 PDT 2009,sarahlar,0,NO_QUERY,0,0,0.54276854,1,negative,negative
been searching for friends on twitter seems they havent discovered yet been on too same story,Mon Jun 01 04:26:44 PDT 2009,DennisKeen,0,NO_QUERY,0,0,0.6392457,1,negative,negative
ahhh okay thats what i thought merci,Sun Jun 07 12:11:55 PDT 2009,ModernDayFire,2,NO_QUERY,2,2,0.5673398,1,positive,positive
on my way too work cba,Sat Jun 20 08:15:36 PDT 2009,kerrymcp,0,NO_QUERY,0,0,0.8175971,1,negative,negative
awww she was one of my fav singers,Tue Jun 23 13:50:58 PDT 2009,keisha_buchanan,0,NO_QUERY,0,0,0.5588513,1,negative,negative
i ate my lunch too fast and now im all bloaty,Mon Jun 15 09:15:47 PDT 2009,scronce,0,NO_QUERY,0,0,0.7508689,1,negative,negative
