text,date,user,sentiment,query,uncertainty_baseline,uncertainty_sngp
had champagne and vanilla wafers with o and a couple of dapper violin playing expats and walked over the charles bridge at dawn,Thu May 28 23:02:56 PDT 2009,adrialang,2,NO_QUERY,0.04307824,0.17258412
my fault,Thu Jun 18 13:25:58 PDT 2009,arizonaobvious,0,NO_QUERY,0.045946497,0.13146554
im sooo excited oz here i come xxx,Fri May 29 13:45:18 PDT 2009,ScottishLinda,2,NO_QUERY,0.05205713,0.19252585
my french is the most basic food money greetings no doubt if i tried it on ms hala gorani shed blanch grin,Wed Jun 03 09:05:46 PDT 2009,Starshadow,2,NO_QUERY,0.075825684,0.33222076
welcome back good luck with the job search assuming youre looking,Sat Jun 06 18:23:51 PDT 2009,imrananwar,2,NO_QUERY,0.05476673,0.14585294
i miss you,Wed Jun 17 18:57:26 PDT 2009,RAIN3S,0,NO_QUERY,0.08466305,0.11017673
thanks to the kind folks on my adium list for giving me the brush set,Sun May 31 05:04:53 PDT 2009,harrylindemann,2,NO_QUERY,0.04255083,0.1234796
healthy kids day at touchdown in otay ranch go,Sat Apr 18 08:41:30 PDT 2009,cbuenavista,2,NO_QUERY,0.08536575,0.21929124
today is s birfday i suggest you wish her a happy one hehe,Sat May 30 06:50:45 PDT 2009,smileitsbubbles,2,NO_QUERY,0.051784657,0.25899482
it was fun good to see you too,Sun May 31 05:33:10 PDT 2009,LouiseCampbell,2,NO_QUERY,0.037233993,0.10548829
btw gg is a great piece of software you should really feel proud,Sat May 30 20:38:45 PDT 2009,Jeremythegeek,2,NO_QUERY,0.053260162,0.1291769
gah fell on my arm,Sun May 17 12:00:36 PDT 2009,nosammai,0,NO_QUERY,0.09508451,0.17304306
if u get over followers every will think you are a celebrity,Wed Jun 03 01:41:50 PDT 2009,joeorgill,2,NO_QUERY,0.09691841,0.13789019
yummmm foood is just great,Sun Jun 07 15:10:03 PDT 2009,skrobertson,2,NO_QUERY,0.032772284,0.132889
lol thats cool u can enjoy the show together tell him i said hi,Sat May 09 20:51:10 PDT 2009,cupcake_nyc,2,NO_QUERY,0.055548888,0.106848836
beautiful thats it,Fri May 29 20:59:32 PDT 2009,JoaoMendonca,2,NO_QUERY,0.048307482,0.19339204
i hateee rainy days,Mon Apr 20 06:23:30 PDT 2009,LittleCybs,0,NO_QUERY,0.07955047,0.10251016
grr i hate this never ending cold i seem to have just cant get rid of it at all,Sun May 17 05:29:48 PDT 2009,NaomiJJones,0,NO_QUERY,0.078981005,0.124455556
yeah your olive is so cute amp sacha loves u u r a happiness mother amp woman,Sun May 10 05:27:58 PDT 2009,jenny050085,2,NO_QUERY,0.031824745,0.13766602
pissed im missing black star tomorrow in the city,Fri May 29 18:01:06 PDT 2009,SunshineDBaby,0,NO_QUERY,0.054786563,0.18008539
thanks im a newbie at the webdesign thing but it kind of fun,Sun May 31 08:43:02 PDT 2009,Angestruesoul,2,NO_QUERY,0.089714274,0.2406944
just heard that an album i played drums on with quotten sheckle shirtquot hit number in canada check out,Mon Jun 01 19:30:01 PDT 2009,ChristianElliot,2,NO_QUERY,0.050458014,0.18266721
homework,Mon May 04 05:58:23 PDT 2009,SY94,0,NO_QUERY,0.08746438,0.19196668
home and clean and loved up,Tue Apr 07 01:23:34 PDT 2009,laurafaymarie,2,NO_QUERY,0.06432492,0.31304473
ull be fine kick back chill out and enjoy,Sun Jun 07 12:11:42 PDT 2009,ikki_oo,2,NO_QUERY,0.039267838,0.115269765
discussing the importance of ed westwick amp chace crawford with mia,Sun Apr 19 12:06:07 PDT 2009,abbixnicole,2,NO_QUERY,0.04331892,0.1433085
down with the iranian regime they kill there own people it is unbelievable and sad,Mon Jun 15 11:02:49 PDT 2009,keepthefaith999,0,NO_QUERY,0.06623137,0.12808527
lol hey gorgeous i have got to get out and have a groove with you angel glad your gig went swimmingly the other nite,Tue Jun 02 04:51:58 PDT 2009,ABabyBlueEyes,2,NO_QUERY,0.05567468,0.16405736
just want to go home have been gone for like an hour and already want to leave,Mon Jun 15 10:48:42 PDT 2009,Smalls1123,0,NO_QUERY,0.07609563,0.15567744
reading inspirational quotes from my pocket pal theyre really good,Fri May 22 08:24:20 PDT 2009,xcreativexsoulx,2,NO_QUERY,0.034462333,0.10463459
lol i heard it was hot thanks again for recording brothers and a million sisters love it,Sat Jun 06 21:27:07 PDT 2009,debbier93,2,NO_QUERY,0.042833436,0.14620984
i can feel that everybody playes sims excepting me so frustrating,Sun Jun 07 07:24:51 PDT 2009,benileini,0,NO_QUERY,0.0958979,0.1988128
lmao in honor of my mile time of today woo hoo,Mon Jun 01 16:25:38 PDT 2009,tabithanation,2,NO_QUERY,0.09480035,0.25062907
its from tca summer splash party,Mon Jun 15 12:51:16 PDT 2009,imcfdean,2,NO_QUERY,0.06745382,0.21890116
bbq at ashleys,Sun May 31 15:03:25 PDT 2009,stephayyxann,2,NO_QUERY,0.041155156,0.2057649
i think im going to fail first aid just cause i couldnt get up this morning,Tue Jun 16 00:22:14 PDT 2009,jesss_xx,0,NO_QUERY,0.053385213,0.11675505
damn no internet connection in our rooms and no open wlan access point in the near neighborhood and my netbook has no umts card,Thu Jun 25 01:26:18 PDT 2009,holger2311,0,NO_QUERY,0.047611453,0.10411279
did u get my text i cant go i wont make it on time someone is coming in,Wed Jun 17 13:42:36 PDT 2009,JaSIstheSHYT,0,NO_QUERY,0.09782801,0.11313351
hey hey pete thank you so much for that and i have no idea what kipple means just liked the word,Fri Jun 05 13:34:54 PDT 2009,MelissaJohnsen,2,NO_QUERY,0.06641014,0.13468328
rice crispies and coffee school then cheerleading meet and greet,Thu May 14 03:56:44 PDT 2009,caitlyn1323,2,NO_QUERY,0.050418,0.16798258
had a great last dinner homecooked btw with the friends this quarter what a good quarter with good friends,Fri Jun 05 23:43:15 PDT 2009,mafel,2,NO_QUERY,0.061587866,0.13348538
following and s twitter war hilarious,Fri May 22 08:50:32 PDT 2009,designsbyprater,2,NO_QUERY,0.080743,0.3353287
well darn let me know when the next tweetup is id love to come,Wed Jun 03 07:54:43 PDT 2009,KimPossible40,2,NO_QUERY,0.091754735,0.26063547
btw nice pic of the sky did you paint it yourself,Mon Apr 20 00:57:37 PDT 2009,jed142,2,NO_QUERY,0.043186575,0.1496518
iphone not good for taking concert pixno gwen,Sun May 03 00:59:02 PDT 2009,SweetPear,0,NO_QUERY,0.07268707,0.124142006
when i woke up it was very sunny noww its raining very hard s on a saturday too bad,Sat Jun 20 11:28:47 PDT 2009,jenmcnab,0,NO_QUERY,0.09314463,0.18568912
beautiful solomons island in maryland,Sun May 31 13:39:07 PDT 2009,ayakobing,2,NO_QUERY,0.055344705,0.13820699
a route sprite from sonic and a twix bar is a pretty tasty dessert,Sat Jun 06 19:48:50 PDT 2009,yeahdanniyeah,2,NO_QUERY,0.025131335,0.10030062
is listening to both of her loves snoring softly,Sun Jun 07 00:47:36 PDT 2009,keepitraw,2,NO_QUERY,0.06344426,0.18288414
im going to try and cook s asparagus and potato tart with filo pastry this weekend yum yum,Thu May 14 02:32:12 PDT 2009,Beth_Walker,2,NO_QUERY,0.033857275,0.13968042
the least you could do is care the things you do for you friends to get treated like shit back ugh im soooo mad im over bein sad,Mon Jun 15 23:51:26 PDT 2009,Jazziewaazie,0,NO_QUERY,0.069794476,0.1462477
btw loving your dp,Sat Jun 06 05:36:37 PDT 2009,BonesCrazy24,2,NO_QUERY,0.04751442,0.13247223
outz wif the big big big happy family for mommys day meal and happy mommy day to all mommys out there,Sun May 10 01:41:46 PDT 2009,ainchan,2,NO_QUERY,0.05090418,0.1706926
is at home and is very sad had to say bye to my homie again,Sun Jun 07 05:58:44 PDT 2009,Sof24,0,NO_QUERY,0.059905604,0.107924
why are you making things so difficult for me,Wed Jun 03 00:31:18 PDT 2009,robynnxrevolver,0,NO_QUERY,0.09813374,0.18996634
such a shame we didnt get to meet sorry i was so busy,Sat May 02 03:34:17 PDT 2009,eigenliebe,0,NO_QUERY,0.08167204,0.14822768
tanning time hopekeepsus,Sat May 30 08:41:07 PDT 2009,mrstalkativeska,2,NO_QUERY,0.07104577,0.34324184
at falcon celebrating phils birthday he just did his birthday shot on his knees come party people broad,Sun Jun 07 15:54:33 PDT 2009,DanielDiNicola,2,NO_QUERY,0.053811908,0.2071782
alicias for the night,Sat May 30 15:43:52 PDT 2009,haiilee,2,NO_QUERY,0.05422693,0.25771466
still riding high from graduation what an amazing years,Sun May 17 11:33:06 PDT 2009,harriganthatsme,2,NO_QUERY,0.07260255,0.23566744
i have seen and this a great entertained value movie nothing less nothing more go see your self,Mon Jun 01 09:55:59 PDT 2009,kriswierzbicki,2,NO_QUERY,0.05314339,0.12344951
really annoyed that i cant use my new toy until at least monday,Sat Jun 06 15:34:34 PDT 2009,voyagerd79,0,NO_QUERY,0.08888891,0.16843142
things are starting to get a bit more interesting even fun,Mon Jun 15 04:01:52 PDT 2009,PrincessPlanet,2,NO_QUERY,0.063001856,0.29291725
at the tfc game tfc is down,Sat Jun 06 13:24:17 PDT 2009,kevinhickey,0,NO_QUERY,0.053020313,0.1976943
juss woke up morning everyone,Sun May 17 11:16:30 PDT 2009,SuaveWreck,2,NO_QUERY,0.067997135,0.35222316
was spinning herself really fast in her chair earlier today and her tummy still feels sick,Tue Jun 02 13:34:29 PDT 2009,p03t355,0,NO_QUERY,0.09371029,0.10453384
taking belle for a walk,Sun May 31 15:39:57 PDT 2009,courtneyzahn,2,NO_QUERY,0.04707978,0.13096984
is the newmoon trailer good then lol,Mon Jun 01 03:23:21 PDT 2009,secretwishes,2,NO_QUERY,0.07510399,0.23948911
im sorry you had such a crappy day,Thu Jun 18 22:52:47 PDT 2009,thatpianogirl,0,NO_QUERY,0.07426077,0.2056472
thats depressing,Sun Jun 07 11:46:50 PDT 2009,dannisaywhat,0,NO_QUERY,0.06880175,0.13903892
off to get my hair done still feeling poorly,Sat Apr 18 08:26:47 PDT 2009,glbriggs,0,NO_QUERY,0.08687663,0.14805362
today is andy hurleys birthday,Sun May 31 08:02:56 PDT 2009,TaylorJune,2,NO_QUERY,0.05519536,0.16242029
i have selected my new camera lens,Mon Jun 15 16:06:48 PDT 2009,XanaduJulie,2,NO_QUERY,0.065389305,0.11305381
well done ben superb interview pats on backs maternalhealth,Mon May 18 00:18:33 PDT 2009,PembsDave,2,NO_QUERY,0.044343174,0.15322967
my friendroommate from college is engaged peers getting engagedmarried came about faster than i thought congrats mary,Mon Jun 15 19:04:09 PDT 2009,conniejlee,2,NO_QUERY,0.08130361,0.28897023
what are you woo hooing about,Thu May 14 04:57:19 PDT 2009,VirtualLee,2,NO_QUERY,0.035630196,0.16406195
going to marshall illinois and i forgot my camera,Sun Jun 07 04:38:03 PDT 2009,ellipser,0,NO_QUERY,0.040815026,0.19066522
all my music doesnt fit on my ipod hmm which album should i delete the academy is or honor society x,Thu Jun 18 07:02:47 PDT 2009,sandrablom,0,NO_QUERY,0.09799613,0.32087424
is makeing his first tweet,Tue Apr 21 01:10:26 PDT 2009,Rockenrob,2,NO_QUERY,0.047032245,0.1259516
good morning should be a lovely day,Sat May 30 08:13:08 PDT 2009,rachelmacc,2,NO_QUERY,0.034879886,0.108701594
my first formal ballet class yay wish me luck,Mon Jun 01 16:23:44 PDT 2009,Teothefunkid,2,NO_QUERY,0.08650744,0.25599134
oh fuck the rain is over,Sat Jun 06 18:11:02 PDT 2009,FlowPattz,0,NO_QUERY,0.07747383,0.14757048
is preparing for receive the great miracle on this day,Mon Jun 01 18:00:17 PDT 2009,andyono2000,2,NO_QUERY,0.0775598,0.18158501
heartbroken again wtf,Sat Jun 20 20:18:58 PDT 2009,UnaiGomez,0,NO_QUERY,0.04492548,0.10615567
cliff blezinski just said i had the coolest hair,Tue Jun 02 15:04:22 PDT 2009,Mooooose,2,NO_QUERY,0.059043676,0.2607701
oh that would be great best luck,Fri May 22 02:23:21 PDT 2009,shadez,2,NO_QUERY,0.058346666,0.15616734
barbeque on the balcony,Sun Apr 19 08:05:10 PDT 2009,lizzie_pie,2,NO_QUERY,0.06668218,0.16459027
party was soo much fun,Sat Apr 18 21:16:58 PDT 2009,Lola303,2,NO_QUERY,0.051682547,0.3361746
as much as i know were broke i still wish i was there,Sat Jun 06 19:18:11 PDT 2009,MegLovesHouse,0,NO_QUERY,0.06934121,0.10825628
going out to eat with crystal g,Fri May 29 17:00:42 PDT 2009,crystalisrad,2,NO_QUERY,0.05066088,0.10514571
lol wanting to stalk famous people its ok look who im following,Sun May 03 03:56:46 PDT 2009,Shaboe,2,NO_QUERY,0.052653875,0.3113509
how sweet of you,Sun May 17 00:50:13 PDT 2009,fozzyfan,2,NO_QUERY,0.078813985,0.17929997
just got my tattoo love it,Sat May 02 00:15:59 PDT 2009,JustifiedGirlyy,2,NO_QUERY,0.07673316,0.15004398
it looks like its gonna rain outside,Tue Jun 02 14:25:53 PDT 2009,swimmermag,0,NO_QUERY,0.079404876,0.14286244
never mind the awesome raybans its boys like girls i lovelovelove you guys,Fri Jun 05 08:37:32 PDT 2009,EllieStar,2,NO_QUERY,0.0390683,0.16734901
sweet hehe is there going to be a bloodrayne video game dscctc,Mon Jun 01 17:34:12 PDT 2009,cnc137,2,NO_QUERY,0.05218505,0.264206
thats cool i love when my friends connect,Sun Jun 07 19:48:19 PDT 2009,nessos,2,NO_QUERY,0.039303154,0.12862957
why thank you,Fri May 22 06:23:00 PDT 2009,ditty1013,2,NO_QUERY,0.06527032,0.14852872
super tired manjust took a nice long showerlayin down and ready go to sleep so ya god bless and lets dream of jessica alba,Sun May 03 22:21:49 PDT 2009,JustJesse2,2,NO_QUERY,0.088519804,0.41866654
somethings been stuck in my chimney since am and its not santa,Sat Jun 20 07:58:55 PDT 2009,francegem,0,NO_QUERY,0.058305692,0.20083576
we built our own laptop quotholderquot so nice being married to a master carpenter,Sat Jun 06 15:20:22 PDT 2009,BanjoDoje,2,NO_QUERY,0.0957578,0.26874322
the tormented premiere was a fantastic event loved it well done guys especially liked the school uniform theme,Fri May 22 03:20:01 PDT 2009,supercoolkp,2,NO_QUERY,0.062642224,0.21808888
goodnight everyone,Fri May 29 00:39:55 PDT 2009,ianmuli,2,NO_QUERY,0.091566876,0.15132545
the den of thieves workshop was amazing thanks ill plan a day with you i can spend the afternoon working on my lamp,Sun Apr 19 09:25:03 PDT 2009,Geekdom,2,NO_QUERY,0.08130301,0.23872286
sometimes i feel alone,Sat Jun 20 23:04:46 PDT 2009,Monse_PS,0,NO_QUERY,0.061947457,0.17305723
had a great time at parliament today fun drinking coffee in the house of commons dining hall loveeee it,Mon Jun 01 14:25:02 PDT 2009,kellylk12,2,NO_QUERY,0.03832623,0.13403852
imogen heap is great check her out,Sat Jun 06 08:06:12 PDT 2009,coakay123,2,NO_QUERY,0.05341943,0.10133064
heyyy jazz wats up check out my music page and tell me wat ya think,Sat Jun 06 18:54:13 PDT 2009,Starasia24,2,NO_QUERY,0.054792106,0.13284753
saw it in london she is incredible,Sun May 31 03:57:00 PDT 2009,danidelle23,2,NO_QUERY,0.04315865,0.17138007
im glad youre having a good time i have the house to myself,Sat Jun 06 23:59:15 PDT 2009,Reptar01,2,NO_QUERY,0.078397565,0.18796743
nothing like a good cup of coffee to get a morning started,Fri May 22 05:22:55 PDT 2009,Lisa_80,2,NO_QUERY,0.09144756,0.33560425
anytime hon mwah i have i actually have a copy from my cousin but thank you how did you find it,Sun May 17 04:11:50 PDT 2009,rose_janice,2,NO_QUERY,0.060578335,0.13632423
gotta hugggggggggge headache,Sat Jun 06 03:40:46 PDT 2009,SimpliiEx0tic,0,NO_QUERY,0.068263486,0.11299017
hate my sis,Fri May 22 00:07:18 PDT 2009,NaNaSa,0,NO_QUERY,0.090862066,0.18564932
got to watch chaser because hubby was watching qld thrash nsw live in melbourne so were both happy,Wed Jun 03 05:16:34 PDT 2009,anniesorganics,2,NO_QUERY,0.07015501,0.23975141
taylor york is official dude congrats,Mon Jun 15 23:48:26 PDT 2009,valdyharnandy,2,NO_QUERY,0.024083065,0.10447654
met the veronicassweetest chicks,Fri May 01 23:16:02 PDT 2009,NikkiBadass,2,NO_QUERY,0.022597931,0.11466597
pub crawl was a success yay drinking for charity,Sun May 17 06:41:56 PDT 2009,angela6461,2,NO_QUERY,0.04379231,0.17843075
is gonna miss tweet deck while im at work,Mon Jun 15 10:52:35 PDT 2009,BOOGIEANDERSON,0,NO_QUERY,0.06780571,0.19805568
i love amp truly enjoy your writingthxs for sharing your gifts wthe world,Fri Jun 05 21:22:50 PDT 2009,Dreamm,2,NO_QUERY,0.04050227,0.1086961
i look like a pretty goth princess loving it,Thu Jun 04 23:01:12 PDT 2009,serenadenise,2,NO_QUERY,0.047178384,0.16723624
is really sad to hear about jon amp kate gosshlieni was really hoping they could work things out,Tue Jun 23 07:36:53 PDT 2009,kjoshlin,0,NO_QUERY,0.042972147,0.104016855
is worried maci may have a broken left arm darn trampolines and dads that bounce little kids too high,Tue Jun 02 21:30:01 PDT 2009,camblair,0,NO_QUERY,0.082512364,0.25563177
can you even get that station in baltimore baltimore sucks,Fri May 29 20:12:40 PDT 2009,stephenluver13,0,NO_QUERY,0.068001926,0.1577235
wth no ellen on today so confused,Fri Jun 05 10:16:28 PDT 2009,isul,0,NO_QUERY,0.060314216,0.20465067
i think i should go outdoors more often i miss sunlight,Thu May 14 05:23:42 PDT 2009,zubinsaxena,0,NO_QUERY,0.07946178,0.24622768
wow that sucks sorry to hear that,Tue Jun 23 13:33:44 PDT 2009,Christyxcore,0,NO_QUERY,0.071610436,0.13653156
found theee most magical spot to run ever ps je taime maman,Sun May 10 09:29:37 PDT 2009,joeltotherescue,2,NO_QUERY,0.047222644,0.22195932
i cant believe i missed an important session of jzone didnt see gary v didnt see ate margos brotha,Sun May 31 06:39:23 PDT 2009,sophiacadiz,0,NO_QUERY,0.061758198,0.21764606
tonight recording the piano track for my song on a steinway weee,Mon Jun 15 14:39:28 PDT 2009,cassielassy,2,NO_QUERY,0.032437935,0.1505692
our status newsblast hehehe,Tue Jun 16 04:31:25 PDT 2009,viherrera,2,NO_QUERY,0.030202726,0.1738439
on the way to ayudhya homeit seems to get lost,Fri Jun 05 21:15:44 PDT 2009,pannarita,0,NO_QUERY,0.066197515,0.17960067
i love the rehearsal with my choir,Sat May 02 02:01:24 PDT 2009,raniaioannou,2,NO_QUERY,0.05450459,0.19041526
thats what i try to do as well but work has ruined my ability to sleep in any more,Sat May 16 20:07:56 PDT 2009,mswonka,0,NO_QUERY,0.096038595,0.15078825
this guy is gooood,Fri May 29 13:13:52 PDT 2009,stephmccall,2,NO_QUERY,0.050148327,0.34140545
my sister got sims today so stoked to steal it from her,Sat Jun 06 14:17:22 PDT 2009,samterror,2,NO_QUERY,0.05382872,0.30550858
yeah congratulations nothing more satisfying than home made muffins,Fri May 22 04:38:00 PDT 2009,okesanne,2,NO_QUERY,0.060138676,0.31331325
i love the cubs go cubs,Sun May 10 18:51:06 PDT 2009,GoCubs919,2,NO_QUERY,0.073696755,0.28097567
i have a few similar photos im sure what a wonderful time that decade was that and the early s,Sun Jun 07 18:55:50 PDT 2009,jt1225,2,NO_QUERY,0.086884424,0.25837952
is awake videogames then finishing my chem project feels a good day coming on yayy jca in a fewww,Sat Apr 18 07:36:36 PDT 2009,thekalebkouture,2,NO_QUERY,0.041585162,0.2321373
preparing the next weeks interview with and the voice community vdp while listening rhythms del mundosunshine music,Sat May 30 06:54:59 PDT 2009,ice8878,2,NO_QUERY,0.033722892,0.21669622
a thanks cutie you should comment sometime amp let me know youre out there,Sun Jun 07 07:56:08 PDT 2009,sprinkleton,2,NO_QUERY,0.06034388,0.11632331
i love my camera ill have a hugeoh post come monday flickr will be pleased,Sat Apr 18 13:59:30 PDT 2009,abeex00,2,NO_QUERY,0.039581053,0.12019385
hooters with juaneeeeezy and friends,Fri Jun 05 21:00:06 PDT 2009,ChantelleSherie,2,NO_QUERY,0.037910037,0.13347599
hahha i love twitter all of a sudden you should reply to my tweets or we and put something random and funnyyy,Sat May 30 23:01:17 PDT 2009,justerzz,2,NO_QUERY,0.037796907,0.1533654
says good eve,Wed Jun 03 03:14:53 PDT 2009,siWALPay,2,NO_QUERY,0.09425233,0.18510263
oh am beginning to love the scottish weather for once x,Mon Jun 01 10:46:37 PDT 2009,weebabylou,2,NO_QUERY,0.092291206,0.27133852
i hate hicups why is there no cure for the common hicups,Fri May 29 23:00:37 PDT 2009,FaceOfBoo,0,NO_QUERY,0.0935841,0.1489124
so cute lovely eyes,Tue Jun 02 02:57:00 PDT 2009,miraclekoh,2,NO_QUERY,0.039574012,0.16997887
is going to learn about the blast furnace and slag yay,Mon Jun 15 12:26:53 PDT 2009,zoepearman,2,NO_QUERY,0.094684705,0.21902406
baked black bottom cupcakes,Sat Jun 06 05:57:15 PDT 2009,azwana,2,NO_QUERY,0.036664747,0.1915486
i miss my mommy but i cant go homei dont like greenville wish shed just move to cola but she got leave her other kids at home,Sun Jun 07 19:14:15 PDT 2009,DevaSTating34,0,NO_QUERY,0.07282603,0.103817016
cute,Sun Jun 07 01:29:56 PDT 2009,CrysAnGeL77,2,NO_QUERY,0.047983337,0.16248333
diet cherry limeade and ben lee it is officially summer,Mon Jun 15 10:57:29 PDT 2009,haley0425,2,NO_QUERY,0.035955437,0.11429515
happy to be home wmy lil gorgeousmommy and daughter day tomorrowwhere well gowho knows,Sat May 30 21:41:35 PDT 2009,KnockEmDead23,2,NO_QUERY,0.058782965,0.20802431
lol i can imagine that is funny,Mon Jun 01 14:59:16 PDT 2009,fitprosarah,2,NO_QUERY,0.05597593,0.15996127
this looks fun,Mon Jun 01 08:02:54 PDT 2009,doeeyes8,2,NO_QUERY,0.052525856,0.15948528
ive got hidden depths of awesomeness im starting with the justice league,Sun May 03 00:15:41 PDT 2009,androidtomato,2,NO_QUERY,0.07249886,0.27202195
im so worried about degree results days left,Mon Jun 15 11:30:20 PDT 2009,Lawyerlyme,0,NO_QUERY,0.0467383,0.112607084
day of ashleys softball in bartowgo gainesville gold,Sun May 31 06:21:30 PDT 2009,hopepdavis,2,NO_QUERY,0.056059014,0.25437728
the show was excellent,Mon Jun 01 14:57:09 PDT 2009,SARAHyeah,2,NO_QUERY,0.072693676,0.17690411
mmmm billecart absolutely delicious big thanks to and yummo,Sun Jun 07 00:33:17 PDT 2009,mech4bg,2,NO_QUERY,0.03435125,0.102227606
that makes me sad that people would be mean to their puppy cause it was acting like a puppy,Thu Jun 18 20:00:45 PDT 2009,LuvToSparkLe,0,NO_QUERY,0.06341444,0.15566094
if you like laughhave a good timefollow meits just that simple,Fri May 29 19:22:24 PDT 2009,KevinEdwardsJr,2,NO_QUERY,0.058480524,0.16296397
ughhhh lame not cool at all,Mon Jun 15 10:36:52 PDT 2009,MarisaLee32,0,NO_QUERY,0.077918686,0.143921
i added you too you should so buy my album on itunes,Tue Jun 02 23:59:20 PDT 2009,smoothvega,2,NO_QUERY,0.066189334,0.15567762
get followers a day using once you add everyone you are on the train or pay vip,Sun Jun 07 00:07:28 PDT 2009,tweeteradder3,2,NO_QUERY,0.043460153,0.10570659
just got back from disney and king taco i really liked the finding nemo sub st time riding it,Fri Jun 05 23:36:49 PDT 2009,greensuburbs,2,NO_QUERY,0.062342327,0.26962978
awww thank you you too,Sat May 30 18:42:30 PDT 2009,missrara,2,NO_QUERY,0.08604311,0.182474
i love andy chhi at irv dance recital,Fri May 29 18:55:57 PDT 2009,__STACE,2,NO_QUERY,0.08195483,0.2758374
eating cupcakes,Tue Apr 07 08:40:56 PDT 2009,fueledbytara,2,NO_QUERY,0.03444292,0.10826756
robert got hit by a taxi oh no,Fri Jun 19 16:16:25 PDT 2009,zoeyseitz,0,NO_QUERY,0.041001823,0.15739116
homework,Mon Apr 20 03:18:49 PDT 2009,Cambourneskater,0,NO_QUERY,0.08746438,0.19196668
ive just realised followers yay xx,Mon May 04 04:02:42 PDT 2009,saragarth,2,NO_QUERY,0.06912189,0.32205847
woooo sonny with a chance hahah i love sterling knight,Sun Jun 07 16:02:38 PDT 2009,OMS_itsjessica,2,NO_QUERY,0.038435407,0.13972688
take that nite exited still kinda lonely tho i miss the tanoy i want to build in my house lol xox,Sat Jun 20 05:22:26 PDT 2009,sarahxmcfly,0,NO_QUERY,0.08081192,0.2361255
omigosh i miss all the old cn shows,Sat May 30 05:08:51 PDT 2009,Amandaxox52,0,NO_QUERY,0.0665176,0.17231339
holla back,Mon Jun 15 15:22:30 PDT 2009,jerahmeel,2,NO_QUERY,0.06931241,0.40087444
i filled the rsvp for the global summit yesterday cant wait,Thu Jun 04 22:37:17 PDT 2009,SarahBouchon,2,NO_QUERY,0.08647997,0.28902963
what are you going to do for your birthday,Fri Jun 05 09:29:10 PDT 2009,Viciousbaby,2,NO_QUERY,0.06981182,0.10846679
off to visit my aunty and her beautiful widdle bubbys back later peeps x,Fri May 01 20:30:34 PDT 2009,DazzleMeThis,2,NO_QUERY,0.041103132,0.19832328
very cool we have a lot in common,Thu May 14 04:17:25 PDT 2009,kesjam,2,NO_QUERY,0.044741716,0.15580069
flying back to san diego from seattle great meetings and great time on john k s boat bainbridge island is beautiful,Sun May 03 06:34:30 PDT 2009,agakman,2,NO_QUERY,0.039368395,0.13062866
huge good luck to the other authors with books releasing tomorrow oddly enough i actually mean that,Mon Jun 01 19:00:33 PDT 2009,alyssa_day,2,NO_QUERY,0.03704729,0.20260336
hello fellow coffee hater how are you,Sun May 03 08:15:53 PDT 2009,_Alectrona_,2,NO_QUERY,0.09188599,0.14340433
no problem d,Wed Jun 03 04:05:51 PDT 2009,EviLovesMcFly,2,NO_QUERY,0.060847078,0.17390415
excited over my st invite to a frens wed,Tue Jun 16 03:01:02 PDT 2009,WeiWay,2,NO_QUERY,0.051432423,0.21657456
i cant see you in your picture,Thu Jun 18 19:57:43 PDT 2009,ashnash,0,NO_QUERY,0.07436852,0.10348326
didnt make it to facebook before bones,Sun Jun 07 02:30:56 PDT 2009,BSnapZ,0,NO_QUERY,0.04182599,0.11909652
oh hes too cute love the ears,Thu Jun 04 13:00:07 PDT 2009,Jenty,2,NO_QUERY,0.08122402,0.19669992
wow twilight is a trending topic how good is that,Sun Jun 07 06:15:20 PDT 2009,MaanElizabeth,2,NO_QUERY,0.03253475,0.13575841
im so sorry that is heartbreaking i can relate,Thu Jun 18 18:44:57 PDT 2009,Shelley_Rae,0,NO_QUERY,0.04568623,0.13923267
for who is quotliving life out loudquot,Mon Jun 01 21:57:53 PDT 2009,RabbiShaiSpecht,2,NO_QUERY,0.09812776,0.34608227
drss appt got a horrible fever blister after converting to a nigger in cancun,Mon Jun 15 06:50:50 PDT 2009,KelseyGavit,0,NO_QUERY,0.04807678,0.11701287
my mum made me tea but she hid it behind a book and i didnt see it and now its cold,Sun May 31 15:10:20 PDT 2009,beingnobody,0,NO_QUERY,0.05402427,0.107126735
listening to armagoddamnmotherfuckingeddon from marilyn mansons new album quotthe high end of lowquot get it now,Mon Jun 15 23:58:33 PDT 2009,LukeHodgerson,2,NO_QUERY,0.0845709,0.18539141
great its friday,Fri May 22 01:50:56 PDT 2009,hollycoki,2,NO_QUERY,0.03467443,0.13325648
ooooh did they theyre awesome,Sun May 31 03:44:56 PDT 2009,honningmelon,2,NO_QUERY,0.044591866,0.19335198
its raning really bad,Fri May 29 12:49:33 PDT 2009,thedonkeyspot,0,NO_QUERY,0.06793461,0.13254659
just got in from a long lunch and doggie walk around a lake so nice to just be with special people and your pets,Thu May 14 08:08:42 PDT 2009,CcCatastrophe,2,NO_QUERY,0.048275582,0.14440653
she didnt make the challenge,Fri May 29 10:06:38 PDT 2009,posttheist,0,NO_QUERY,0.05440876,0.10824591
made my day as always,Mon Jun 01 02:44:20 PDT 2009,kylahortaleza,2,NO_QUERY,0.070779726,0.3631661
