text,date,user,sentiment,query,uncertainty_sngp
then again he is from edinburgh,Sun May 31 16:18:10 PDT 2009,mcvane,2,NO_QUERY,0.62406504
back to work today yay hoping to finish the card designs to get them submitted hoping that the weather starts acting more like summer,Mon Jun 01 05:11:22 PDT 2009,KraZJon,0,NO_QUERY,0.6900855
completely exhausted already and i am just now going in for my hour day,Tue Jun 23 09:48:57 PDT 2009,gotmoore,0,NO_QUERY,0.6791515
been rolling diapers for several diaper cakes that i need to get done,Sun May 31 15:27:35 PDT 2009,Amei45,2,NO_QUERY,0.69798744
clueless,Sun May 17 10:14:21 PDT 2009,user47,0,NO_QUERY,0.68682086
well thats if wikipedia was to be trusted census lines up though had to check im like that,Sun Jun 07 02:01:32 PDT 2009,nonsequitir,2,NO_QUERY,0.6731757
goodmorning oh myits super late alreadyhave to work on my thesis all day,Sat Jun 06 01:58:30 PDT 2009,juliaundchicco,0,NO_QUERY,0.6921537
u r slacking but i lovey dovey youuu,Fri Jun 05 13:36:58 PDT 2009,bella_xo,2,NO_QUERY,0.64700544
theyre writing about me,Sat May 30 16:08:16 PDT 2009,CommanderCobra,2,NO_QUERY,0.66846025
its just easier sometimes,Tue Jun 02 07:04:30 PDT 2009,Cavatica,2,NO_QUERY,0.6190113
running the corporate challenge then hitting the beer tent after no school tomorrow bc of sectionals,Thu Jun 04 12:32:07 PDT 2009,jrey0628,2,NO_QUERY,0.69567037
th one was lastnight i was on the computer next to shadows and we were looking at zacky and his quotsyn hairquot haha,Wed Jun 03 10:34:53 PDT 2009,pitasnackk,2,NO_QUERY,0.6417208
i swear i felt a kiss from you when you hugged me earlier lol,Sat Jun 06 01:41:31 PDT 2009,Jocelynxo,2,NO_QUERY,0.69376475
i want to change my picture but it wont let me tear hey now hey now,Mon Jun 01 22:07:04 PDT 2009,Behindthedesk,0,NO_QUERY,0.64863104
drinking ciroc tired,Sat May 09 22:06:36 PDT 2009,Illene24,0,NO_QUERY,0.6582979
yeah i know its back now though i love you sally buster,Sun Jun 07 09:57:41 PDT 2009,nethmii,2,NO_QUERY,0.66149247
wtf am i doing at ikea on a weekend bad plan they are rockin bowie so thats something minus s bowie,Sat May 02 12:37:27 PDT 2009,domo_domo,0,NO_QUERY,0.6455798
theres about of us and we are all cookie monsters,Sat Jun 06 06:53:18 PDT 2009,Zappos_Service,2,NO_QUERY,0.6337522
i have once they claimed they never got my order can u just call them directly,Tue Jun 02 17:57:56 PDT 2009,hobokencat,0,NO_QUERY,0.673957
heya on my dinner now didnt get an extra break but if i wanted to i could have split my dinner up but other than that nothing,Fri May 22 06:35:52 PDT 2009,Naomi_McDonagh,0,NO_QUERY,0.6434643
quotdont worry were from the internets its going to be alright quot,Sun Apr 19 02:17:37 PDT 2009,wildquaker,2,NO_QUERY,0.65495265
feeling yucky tonight think lil boy is too,Thu Jun 18 20:33:30 PDT 2009,Luvdbi,0,NO_QUERY,0.64022076
school today hope it doesnt take all summer to finish,Tue Jun 16 08:07:15 PDT 2009,thesavedm,0,NO_QUERY,0.64236414
michaelr u on a showi havent tuned in d morns on d weekendsif ur on i will tune in let me know zoey,Sat May 30 22:47:39 PDT 2009,zozo1976,2,NO_QUERY,0.6505878
its too warm in hereand tna epics was indeed epic,Sun Jun 07 11:18:53 PDT 2009,RabidRavenette,2,NO_QUERY,0.65887415
have to pull another labs post im getting s wow no wait figured it out you really screwed the earl up badly,Sun May 31 13:26:46 PDT 2009,chukaman,0,NO_QUERY,0.6352873
on my way to school i believe randis on her period right now,Mon May 18 04:33:03 PDT 2009,davidkun,0,NO_QUERY,0.69460577
just relaxing back at work monday after a week off,Sat Jun 20 07:59:19 PDT 2009,sarahlar,0,NO_QUERY,0.6955892
been searching for friends on twitter seems they havent discovered yet been on too same story,Mon Jun 01 04:26:44 PDT 2009,DennisKeen,0,NO_QUERY,0.656777
ahhh okay thats what i thought merci,Sun Jun 07 12:11:55 PDT 2009,ModernDayFire,2,NO_QUERY,0.6894146
awww she was one of my fav singers,Tue Jun 23 13:50:58 PDT 2009,keisha_buchanan,0,NO_QUERY,0.68832356
oh no lol just two one is orange and white and then i have the gray one i posted a pic on tumblr today,Sun May 17 21:27:34 PDT 2009,NinjaPixie83,2,NO_QUERY,0.6626677
omniaaaa i said no to the crackberrryyy time to depart with my flip phone,Tue Apr 07 01:24:46 PDT 2009,junjihee,0,NO_QUERY,0.6716677
has had a really good night ceebs with work tomorrow night x,Sat May 30 16:52:26 PDT 2009,jesswillx,2,NO_QUERY,0.6509274
a hella lot ppl who got ur back u shldnt treat em like shit u wanna unfollow me go on no sweat off my ass cnt blieve u,Fri Jun 05 15:19:32 PDT 2009,angeleyes9397,0,NO_QUERY,0.69529045
have you been in my bedroom lol,Tue Jun 02 06:20:12 PDT 2009,keza34,2,NO_QUERY,0.67906785
thnx now bashing the help out,Sun May 31 18:48:56 PDT 2009,kancrman,2,NO_QUERY,0.6228021
by the way vc consegui postar musica no meme eu no,Mon May 18 00:14:07 PDT 2009,Thata13,0,NO_QUERY,0.6964612
shit i didnt even realize u was tha one i talked to u must be des well at least now we know each other,Sun May 31 08:41:03 PDT 2009,southalves,2,NO_QUERY,0.6928295
good night sweet dreams enjoy tomorrow its only am here in the uk,Tue Jun 02 02:05:08 PDT 2009,heather0510,2,NO_QUERY,0.6901134
im following now thats why it wouldnt let the dm too many spammers for autofollow these days checking site now,Sat Jun 06 14:03:54 PDT 2009,wowgrrl,0,NO_QUERY,0.69454205
ohh when you do tell me what you think but dm me instead of posting or text,Mon Jun 01 00:05:24 PDT 2009,jessicasydney,2,NO_QUERY,0.6866806
allisons grandma just picked me up on the way to white marsh,Fri May 29 12:57:42 PDT 2009,mmmjonas,2,NO_QUERY,0.6179907
im super sneaky like that i could have fed her pet but i prefer she readds first,Sat May 02 13:03:09 PDT 2009,keysgoround,2,NO_QUERY,0.67673
does any have the spousal abuse number i just got hit for my last tweet lmao,Sun May 10 00:32:53 PDT 2009,itsSERGiObitch,0,NO_QUERY,0.6378261
we are at ikea we could spend a hundred thousand dollars pray for us,Fri May 29 11:21:27 PDT 2009,ONEbody,2,NO_QUERY,0.6300202
yep very very beautiful y in italy there are beautiful girls too arent there,Mon Jun 01 10:04:10 PDT 2009,urest,2,NO_QUERY,0.6584124
just saw the lion king on broadway amazing wish i was a kid again,Sat May 30 22:51:13 PDT 2009,tbomb_oswalt,0,NO_QUERY,0.6562796
i agree panic win panic,Mon Jun 01 15:19:22 PDT 2009,aleclightwood,0,NO_QUERY,0.692457
i never got it u sent it,Sun May 03 16:34:02 PDT 2009,S_dott,0,NO_QUERY,0.69555676
its fiesta tomo have to sleep early and prepare for the celebrn,Sat May 30 06:48:43 PDT 2009,miguelcaymo,2,NO_QUERY,0.67468697
yeah,Tue Jun 16 00:56:34 PDT 2009,ZQTan,2,NO_QUERY,0.61394536
i dunno she kind of disappeared after juno yes i did meet them it was a great experience,Tue Jun 16 01:10:52 PDT 2009,ziggystarduzt,2,NO_QUERY,0.6831967
whats the matter,Wed Jun 17 23:44:45 PDT 2009,quixoticelixer,0,NO_QUERY,0.61120534
im jealous im slaving away at the store and youre chilling on the boat,Fri May 29 17:16:53 PDT 2009,adamkrischel,0,NO_QUERY,0.6782793
im blogging again,Sat Jun 06 17:07:18 PDT 2009,FranklynCypher,2,NO_QUERY,0.6223477
party all night my ass w lt,Sat Jun 06 03:13:43 PDT 2009,ChocLitLuvJoi,2,NO_QUERY,0.67129767
hours lr j and a enter room wit sleepin akzionz we need cab money lol,Sat May 30 17:06:08 PDT 2009,akzionz,0,NO_QUERY,0.6932728
sad but on the other side i am happy,Sat Jun 06 06:33:47 PDT 2009,hazelalatralala,0,NO_QUERY,0.6926538
in mediaa ext moree dayys till school is done,Mon Jun 01 10:53:51 PDT 2009,catherineann785,0,NO_QUERY,0.69105536
i have never in my life eaten that many doughnuts in a year wtf no wonder people are having heart attacks lol,Wed Jun 17 17:33:28 PDT 2009,masterluke103,0,NO_QUERY,0.6146305
im still hungry after a bowl of wanton noodles want some more but an exclassmate is at the table next to mine,Sat Jun 20 03:17:40 PDT 2009,theiceangel,0,NO_QUERY,0.6160015
oh ok now about that susan boyle issue cant really help u but regarding the capital of assyria,Mon May 18 03:30:39 PDT 2009,Biansta,2,NO_QUERY,0.64036644
i wish i was rich but right now any money is good money i havent heard anything from the jobs i applied to,Tue Jun 16 16:10:14 PDT 2009,chak88,0,NO_QUERY,0.61844486
outrageous fortune is back dont think i can stay awake long enough to watch the whole show,Tue Jun 02 02:34:01 PDT 2009,Bronnnnn,0,NO_QUERY,0.6935481
wtf dont read if you feel squeamish about dead kittens,Sat Jun 06 16:32:53 PDT 2009,heathereileen,0,NO_QUERY,0.6321578
man i hate bugs just found one in my hotel room thank you lord for bug spray,Wed May 13 23:36:19 PDT 2009,Mileyx_xCyrus,2,NO_QUERY,0.69312763
shut off brain please just shut off i have a love affair with sleep but shes a fickle mistress and only comes to me when she wants,Sun Jun 21 01:46:53 PDT 2009,releasethepants,0,NO_QUERY,0.61854404
aww thank you sweetie that means alot its for my mom she passed yrs today very upsetting,Fri May 29 19:25:05 PDT 2009,xMissAJx,0,NO_QUERY,0.6437968
seems like i may need some quotme timequot myself,Tue Jun 23 12:24:44 PDT 2009,FunNateofPMG,0,NO_QUERY,0.61753094
and the video games even though nobody wants to play with him,Wed Jun 17 01:59:37 PDT 2009,jjongie,0,NO_QUERY,0.61203337
guten morgen,Mon Jun 01 00:06:05 PDT 2009,socke249,2,NO_QUERY,0.6417731
prayin for dad in wellington fl via i too live in welly may i pray f,Fri May 29 16:26:45 PDT 2009,Prayter,0,NO_QUERY,0.65420914
if theyre important enough i dont write on their wall i call,Tue Jun 02 01:24:38 PDT 2009,gabyrosario,2,NO_QUERY,0.6478873
this story was definitely not ridiculous,Sat Jun 06 13:12:57 PDT 2009,PrettyPrats,2,NO_QUERY,0.6614301
true well doesnt seem so bad now and i have access to fb amp twitter im getting harry potter tonightexcitement,Thu Jun 04 08:59:15 PDT 2009,kreativemess,2,NO_QUERY,0.6047342
thanks i wish u were near,Fri May 29 23:03:56 PDT 2009,JunieB28,0,NO_QUERY,0.6619623
crossing my fingers i have even built a blog which i am not sure if ill ever use,Sun Jun 07 09:45:12 PDT 2009,gallarotti,2,NO_QUERY,0.67013675
yep maybe hell change his mind tmrw,Sat May 30 14:21:35 PDT 2009,miztrhollywood,2,NO_QUERY,0.64584637
gmorning bagrut today off to school wish me luck,Sat Jun 06 20:46:37 PDT 2009,shiraz16,2,NO_QUERY,0.6107838
tmrs the launch party of sims and i really wanna be there,Mon Jun 01 07:30:02 PDT 2009,3hirdteenthirty,0,NO_QUERY,0.647882
no one beleives i got a mess from u they think its a reply message from the computer ohh well thanx again tonya from ny,Tue Jun 16 19:22:47 PDT 2009,tonyaAM,0,NO_QUERY,0.6007274
ginger tony spunky and gigantocat were all on the back deck gt and gigantocat decided not to play nice,Wed Jun 17 18:14:36 PDT 2009,drjonboyg,0,NO_QUERY,0.6229501
this week was awsomegot an interview at toysrus on mondaymoving up in life getting a grown up job in a kids store oh well,Fri May 29 22:52:04 PDT 2009,lowlah,2,NO_QUERY,0.6207143
my cell phone is possessed it has been randomly calling people and connecting to the internet cant wait to see that bill,Sun May 31 16:22:39 PDT 2009,nitoob,0,NO_QUERY,0.6950615
car problems off to the garage soon not before coffee and sum tunes,Tue Jun 02 01:11:00 PDT 2009,CraigRyRy,0,NO_QUERY,0.69486636
sigh how i miss summer glad c ure still enjoying it though,Sun Jun 21 02:24:06 PDT 2009,KellybeanFowler,0,NO_QUERY,0.66685015
still trying to figure twitter out this is the rd account ive started obviously challenged,Sun May 31 09:23:35 PDT 2009,_elizabethjfry_,2,NO_QUERY,0.64056265
have fun man shred it up during last for me my turn tomorrow,Fri Jun 05 15:19:22 PDT 2009,lifecried,2,NO_QUERY,0.6176404
on my way to convert garden flower market how dedicated am i even though its my day off,Tue Jun 02 23:39:35 PDT 2009,x_Mazzle_x,2,NO_QUERY,0.6698979
now i have to sit out n look for a park,Sun May 31 00:32:29 PDT 2009,psychmaster10,0,NO_QUERY,0.62381494
i wanted to see cavs vs nuggets if the cavs lose i hope the lakers beat the crap out of the magic,Fri May 29 22:09:54 PDT 2009,Dotseoem,0,NO_QUERY,0.65725166
where are yall im bout to start walking lol and it aint funny,Thu Jun 18 13:03:36 PDT 2009,ashjanae,0,NO_QUERY,0.69561887
my rooms cleaned the beats rollin i need some inspiration,Tue Jun 16 11:27:16 PDT 2009,PelpMorrie,0,NO_QUERY,0.6934433
yea i kno,Tue Jun 16 02:03:32 PDT 2009,iadoreisha,0,NO_QUERY,0.6378199
i get offended wen ppl call me a pig lol,Fri Jun 05 09:05:23 PDT 2009,Lzsantana,0,NO_QUERY,0.65041614
had a fun day at the beach now gotta study tomorrow,Sat May 02 23:04:41 PDT 2009,snowboarder13,0,NO_QUERY,0.68335855
why im i on the internet when i should be studying good to see i have my priorities in order lol,Sat May 30 07:45:22 PDT 2009,kittie_noir,2,NO_QUERY,0.6149714
lol noim so exited to c my friends after a long long time,Fri Jun 05 22:10:52 PDT 2009,IdolFanatic,2,NO_QUERY,0.69501555
not enjoying beowulf now will be quotteh sadquot nah im sure he appreciates and respects your honesty,Thu May 28 21:56:33 PDT 2009,brianjshoopman,0,NO_QUERY,0.6952323
when theee clouds of joy meet the satsumathey colour in the sky with colours that have no intent to end,Mon Jun 15 13:50:18 PDT 2009,juliosmerano,2,NO_QUERY,0.61133814
i thought you would its bones though,Mon Jun 15 14:24:57 PDT 2009,orenmazor,0,NO_QUERY,0.6302961
a have no idea what to do i see youve put water therei guess maybe i would call the vet im not really sure,Fri Jun 05 14:13:07 PDT 2009,Whimsy__Girl,0,NO_QUERY,0.63322437
ashlee simpsons old cd on repeat forgottttt how much i love her,Fri May 29 12:31:32 PDT 2009,dancinntherain,2,NO_QUERY,0.6948893
packing up my room at uni moving out soon end of an era,Thu Jun 25 02:06:06 PDT 2009,stephanypollard,0,NO_QUERY,0.6726814
